year,events_urls,stage,r_o,country,contestant,song,points,place,qualified
2016,https://eurovision.tv/event/stockholm-2016,Final,21,Ukraine,Jamala,1944,534,1,NA
2016,https://eurovision.tv/event/stockholm-2016,Final,22,Malta,Ira Losco,Walk On Water,153,12,NA
2016,https://eurovision.tv/event/stockholm-2016,Final,23,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,104,20,NA
2016,https://eurovision.tv/event/stockholm-2016,Final,24,Austria,ZOË,Loin d'ici,151,13,NA
2016,https://eurovision.tv/event/stockholm-2016,Final,25,United Kingdom,Joe and Jake,You're Not Alone,62,24,NA
2016,https://eurovision.tv/event/stockholm-2016,Final,26,Armenia,Iveta Mukuchyan,LoveWave,249,7,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,1,Finland,Sandhja,Sing It Away,51,15,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,2,Greece,Argo,Utopian Land,44,16,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,3,Moldova,Lidia Isac,Falling Stars,33,17,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,4,Hungary,Freddie,Pioneer,197,4,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,5,Croatia,Nina Kraljić,Lighthouse,133,10,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,6,The Netherlands,Douwe Bob,Slow Down,197,5,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,7,Armenia,Iveta Mukuchyan,LoveWave,243,2,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,8,San Marino,Serhat,I Didn't Know,68,12,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,9,Russia,Sergey Lazarev,You Are The Only One,342,1,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,10,Czech Republic,Gabriela Gunčíková,I Stand,161,9,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,11,Cyprus,Minus One,Alter Ego,164,8,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,12,Austria,ZOË,Loin d'ici,170,7,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,13,Estonia,Jüri Pootsmann,Play,24,18,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,14,Azerbaijan,Samra,Miracle,185,6,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF1,15,Montenegro,Highway,The Real Thing,60,13,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,16,Iceland,Greta Salóme,Hear Them Calling,51,14,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,17,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav Je,104,11,NA
2016,https://eurovision.tv/event/stockholm-2016,SF1,18,Malta,Ira Losco,Walk On Water,209,3,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,1,Latvia,Justs,Heartbeat,132,8,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,2,Poland,Michał Szpak,Color Of Your Life,151,6,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,3,Switzerland,Rykka,The Last Of Our Kind,28,18,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,4,Israel,Hovi Star,Made Of Stars,147,7,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,5,Belarus,IVAN,Help You Fly,84,12,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,6,Serbia,Sanja Vučić ZAA,Goodbye (Shelter),105,10,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,7,Ireland,Nicky Byrne,Sunlight,46,15,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,8,North Macedonia,Kaliopi,Dona,88,11,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,9,Lithuania,Donny Montell,I've Been Waiting for This Night,222,4,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,10,Australia,Dami Im,Sound Of Silence,330,1,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,11,Slovenia,ManuElla,Blue And Red,57,14,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,12,Bulgaria,Poli Genova,If Love Was A Crime,220,5,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,13,Denmark,Lighthouse X,Soldiers Of Love,34,17,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,14,Ukraine,Jamala,1944,287,2,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,15,Norway,Agnete,Icebreaker,63,13,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,16,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,123,9,qualified
2016,https://eurovision.tv/event/stockholm-2016,SF2,17,Albania,Eneda Tarifa,Fairytale,45,16,NA
2016,https://eurovision.tv/event/stockholm-2016,SF2,18,Belgium,Laura Tesoro,What's The Pressure,274,3,qualified
2015,https://eurovision.tv/event/vienna-2015,Final,1,Slovenia,Maraaya,Here For You,39,14,NA
2015,https://eurovision.tv/event/vienna-2015,Final,2,France,Lisa Angell,N'oubliez Pas,4,25,NA
2015,https://eurovision.tv/event/vienna-2015,Final,3,Israel,Nadav Guedj,Golden Boy,97,9,NA
2015,https://eurovision.tv/event/vienna-2015,Final,4,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,106,7,NA
2015,https://eurovision.tv/event/vienna-2015,Final,5,United Kingdom,Electro Velvet,Still In Love With You,5,24,NA
2015,https://eurovision.tv/event/vienna-2015,Final,6,Armenia,Genealogy,Face The Shadow,34,16,NA
2015,https://eurovision.tv/event/vienna-2015,Final,7,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,30,18,NA
2015,https://eurovision.tv/event/vienna-2015,Final,8,Serbia,Bojana Stamenov,Beauty Never Lies,53,10,NA
2015,https://eurovision.tv/event/vienna-2015,Final,9,Norway,Mørland & Debrah Scarlett,A Monster Like Me,102,8,NA
2015,https://eurovision.tv/event/vienna-2015,Final,10,Sweden,Måns Zelmerlöw,Heroes,365,1,NA
2015,https://eurovision.tv/event/vienna-2015,Final,11,Cyprus,John Karayiannis,One Thing I Should Have Done,11,22,NA
2015,https://eurovision.tv/event/vienna-2015,Final,12,Australia,Guy Sebastian,Tonight Again,196,5,NA
2015,https://eurovision.tv/event/vienna-2015,Final,13,Belgium,Loïc Nottet,Rhythm Inside,217,4,NA
2015,https://eurovision.tv/event/vienna-2015,Final,14,Austria,The Makemakes,I Am Yours,0,26,NA
2015,https://eurovision.tv/event/vienna-2015,Final,15,Greece,Maria Elena Kyriakou,One Last Breath,23,19,NA
2015,https://eurovision.tv/event/vienna-2015,Final,16,Montenegro,Knez,Adio,44,13,NA
2015,https://eurovision.tv/event/vienna-2015,Final,17,Germany,Ann Sophie,Black Smoke,0,27,NA
2015,https://eurovision.tv/event/vienna-2015,Final,18,Poland,Monika Kuszyńska,In The Name Of Love,10,23,NA
2015,https://eurovision.tv/event/vienna-2015,Final,19,Latvia,Aminata,Love Injected,186,6,NA
2015,https://eurovision.tv/event/vienna-2015,Final,20,Romania,Voltaj,De La Capat/ All Over Again,35,15,NA
2015,https://eurovision.tv/event/vienna-2015,Final,21,Spain,Edurne,Amanecer,15,21,NA
2015,https://eurovision.tv/event/vienna-2015,Final,22,Hungary,Boggie,Wars For Nothing,19,20,NA
2015,https://eurovision.tv/event/vienna-2015,Final,23,Georgia,Nina Sublatti,Warrior,51,11,NA
2015,https://eurovision.tv/event/vienna-2015,Final,24,Azerbaijan,Elnur Huseynov,Hour Of The Wolf,49,12,NA
2015,https://eurovision.tv/event/vienna-2015,Final,25,Russia,Polina Gagarina,A Million Voices,303,2,NA
2015,https://eurovision.tv/event/vienna-2015,Final,26,Albania,Elhaida Dani,I'm Alive,34,17,NA
2015,https://eurovision.tv/event/vienna-2015,Final,27,Italy,Il Volo,Grande Amore,292,3,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,1,Moldova,Eduard Romanyuta,I Want Your Love,41,11,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,2,Armenia,Genealogy,Face The Shadow,77,7,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,3,Belgium,Loïc Nottet,Rhythm Inside,149,2,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,4,The Netherlands,Trijntje Oosterhuis,Walk Along,33,14,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,5,Finland,Pertti Kurikan Nimipäivät,Aina Mun Pitää,13,16,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,6,Greece,Maria Elena Kyriakou,One Last Breath,81,6,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,7,Estonia,Elina Born & Stig Rästa,Goodbye To Yesterday,105,3,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,8,North Macedonia,Daniel Kajmakoski,Autumn Leaves,28,15,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,9,Serbia,Bojana Stamenov,Beauty Never Lies,63,9,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,10,Hungary,Boggie,Wars For Nothing,67,8,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,11,Belarus,Uzari&Maimuna,Time,39,12,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,12,Russia,Polina Gagarina,A Million Voices,182,1,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,13,Denmark,Anti Social Media,The Way You Are,33,13,NA
2015,https://eurovision.tv/event/vienna-2015,SF1,14,Albania,Elhaida Dani,I'm Alive,62,10,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,15,Romania,Voltaj,De La Capat/ All Over Again,89,5,qualified
2015,https://eurovision.tv/event/vienna-2015,SF1,16,Georgia,Nina Sublatti,Warrior,98,4,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,1,Lithuania,Monika Linkytė and Vaidas Baumila,This Time,67,7,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,2,Ireland,Molly Sterling,Playing With Numbers,35,12,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,3,San Marino,Anita Simoncini & Michele Perniola,Chain of Lights,11,16,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,4,Montenegro,Knez,Adio,57,9,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,5,Malta,Amber,Warrior,43,11,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,6,Norway,Mørland & Debrah Scarlett,A Monster Like Me,123,4,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,7,Portugal,Leonor Andrade,Há Um Mar Que Nos Separa,19,14,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,8,Czech Republic,Marta Jandová and Václav Noid Bárta,Hope Never Dies,33,13,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,9,Israel,Nadav Guedj,Golden Boy,151,3,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,10,Latvia,Aminata,Love Injected,155,2,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,11,Azerbaijan,Elnur Huseynov,Hour Of The Wolf,53,10,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,12,Iceland,Maria Olafs,Unbroken,14,15,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,13,Sweden,Måns Zelmerlöw,Heroes,217,1,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,14,Switzerland,Mélanie René,Time To Shine,4,17,NA
2015,https://eurovision.tv/event/vienna-2015,SF2,15,Cyprus,John Karayiannis,One Thing I Should Have Done,87,6,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,16,Slovenia,Maraaya,Here For You,92,5,qualified
2015,https://eurovision.tv/event/vienna-2015,SF2,17,Poland,Monika Kuszyńska,In The Name Of Love,57,8,qualified
2014,https://eurovision.tv/event/copenhagen-2014,Final,1,Ukraine,Mariya Yaremchuk,Tick - Tock,113,6,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,2,Belarus,Teo,Cheesecake,43,16,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,3,Azerbaijan,Dilara Kazimova,Start A Fire,33,22,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,4,Iceland,Pollapönk,No Prejudice,58,15,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,5,Norway,Carl Espen,Silent Storm,88,8,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,6,Romania,Paula Seling & OVI,Miracle,72,12,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,7,Armenia,Aram MP3,Not Alone,174,4,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,8,Montenegro,Sergej Ćetković,Moj Svijet,37,19,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,9,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,62,14,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,10,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,35,20,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,11,Austria,Conchita Wurst,Rise Like a Phoenix,290,1,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,12,Germany,Elaiza,Is it right,39,18,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,13,Sweden,Sanna Nielsen,Undo,218,3,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,14,France,TWIN TWIN,Moustache,2,26,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,15,Russia,Tolmachevy Sisters,Shine,89,7,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,16,Italy,Emma,La Mia Città,33,21,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,17,Slovenia,Tinkara Kovač,Round and round,9,25,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,18,Finland,Softengine,Something Better,72,11,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,19,Spain,Ruth Lorenzo,Dancing in the rain,74,10,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,20,Switzerland,Sebalter,Hunter Of Stars,64,13,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,21,Hungary,András Kállay-Saunders,Running,143,5,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,22,Malta,Firelight,Coming Home,32,23,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,23,Denmark,Basim,Cliche Love Song,74,9,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,24,The Netherlands,The Common Linnets,Calm After The Storm,238,2,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,25,San Marino,Valentina Monetta,Maybe (Forse),14,24,NA
2014,https://eurovision.tv/event/copenhagen-2014,Final,26,United Kingdom,Molly,Children of the Universe,40,17,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,1,Armenia,Aram MP3,Not Alone,121,4,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,2,Latvia,Aarzemnieki,Cake To Bake,33,13,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,3,Estonia,Tanja,Amazing,36,12,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,4,Sweden,Sanna Nielsen,Undo,131,2,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,5,Iceland,Pollapönk,No Prejudice,61,8,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,6,Albania,Hersi,One Night's Anger,22,15,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,7,Russia,Tolmachevy Sisters,Shine,63,6,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,8,Azerbaijan,Dilara Kazimova,Start A Fire,57,9,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,9,Ukraine,Mariya Yaremchuk,Tick - Tock,118,5,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,10,Belgium,Axel Hirsoux,Mother,28,14,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,11,Moldova,Cristina Scarlat,Wild Soul,13,16,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,12,San Marino,Valentina Monetta,Maybe (Forse),40,10,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,13,Portugal,Suzy,Quero Ser Tua,39,11,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF1,14,The Netherlands,The Common Linnets,Calm After The Storm,150,1,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,15,Montenegro,Sergej Ćetković,Moj Svijet,63,7,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF1,16,Hungary,András Kállay-Saunders,Running,127,3,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,1,Malta,Firelight,Coming Home,63,9,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,2,Israel,Mei Finegold,Same Heart,19,14,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF2,3,Norway,Carl Espen,Silent Storm,77,6,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,4,Georgia,The Shin and Mariko,Three Minutes to Earth,15,15,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF2,5,Poland,Donatan & Cleo,My Słowianie - We Are Slavic,70,8,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,6,Austria,Conchita Wurst,Rise Like a Phoenix,169,1,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,7,Lithuania,Vilija Matačiūnaitė,Attention,36,11,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF2,8,Finland,Softengine,Something Better,97,3,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,9,Ireland,Can-Linn (featuring Kasey Smith),Heartbeat,35,12,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF2,10,Belarus,Teo,Cheesecake,87,5,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,11,North Macedonia,Tijana,To the Sky,33,13,NA
2014,https://eurovision.tv/event/copenhagen-2014,SF2,12,Switzerland,Sebalter,Hunter Of Stars,92,4,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,13,Greece,Freaky Fortune feat. RiskyKidd,Rise Up,74,7,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,14,Slovenia,Tinkara Kovač,Round and round,52,10,qualified
2014,https://eurovision.tv/event/copenhagen-2014,SF2,15,Romania,Paula Seling & OVI,Miracle,125,2,qualified
2013,https://eurovision.tv/event/malmo-2013,Final,1,France,Amandine Bourgeois,L'enfer Et Moi,14,23,NA
2013,https://eurovision.tv/event/malmo-2013,Final,2,Lithuania,Andrius Pojavis,Something,17,22,NA
2013,https://eurovision.tv/event/malmo-2013,Final,3,Moldova,Aliona Moon,O Mie,71,11,NA
2013,https://eurovision.tv/event/malmo-2013,Final,4,Finland,Krista Siegfrids,Marry Me,13,24,NA
2013,https://eurovision.tv/event/malmo-2013,Final,5,Spain,ESDM,Contigo Hasta El Final (With You Until The End),8,25,NA
2013,https://eurovision.tv/event/malmo-2013,Final,6,Belgium,Roberto Bellarosa,Love Kills,71,12,NA
2013,https://eurovision.tv/event/malmo-2013,Final,7,Estonia,Birgit,Et Uus Saaks Alguse,19,20,NA
2013,https://eurovision.tv/event/malmo-2013,Final,8,Belarus,Alyona Lanskaya,Solayoh,48,16,NA
2013,https://eurovision.tv/event/malmo-2013,Final,9,Malta,Gianluca,Tomorrow,120,8,NA
2013,https://eurovision.tv/event/malmo-2013,Final,10,Russia,Dina Garipova,What If,174,5,NA
2013,https://eurovision.tv/event/malmo-2013,Final,11,Germany,Cascada,Glorious,18,21,NA
2013,https://eurovision.tv/event/malmo-2013,Final,12,Armenia,Dorians,Lonely Planet,41,18,NA
2013,https://eurovision.tv/event/malmo-2013,Final,13,The Netherlands,Anouk,Birds,114,9,NA
2013,https://eurovision.tv/event/malmo-2013,Final,14,Romania,Cezar,It's My Life,65,13,NA
2013,https://eurovision.tv/event/malmo-2013,Final,15,United Kingdom,Bonnie Tyler,Believe In Me,23,19,NA
2013,https://eurovision.tv/event/malmo-2013,Final,16,Sweden,Robin Stjernberg,You,62,14,NA
2013,https://eurovision.tv/event/malmo-2013,Final,17,Hungary,ByeAlex,Kedvesem (Zoohacker Remix),84,10,NA
2013,https://eurovision.tv/event/malmo-2013,Final,18,Denmark,Emmelie de Forest,Only Teardrops,281,1,NA
2013,https://eurovision.tv/event/malmo-2013,Final,19,Iceland,Eythor Ingi,Ég Á Líf,47,17,NA
2013,https://eurovision.tv/event/malmo-2013,Final,20,Azerbaijan,Farid Mammadov,Hold Me,234,2,NA
2013,https://eurovision.tv/event/malmo-2013,Final,21,Greece,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,152,6,NA
2013,https://eurovision.tv/event/malmo-2013,Final,22,Ukraine,Zlata Ognevich,Gravity,214,3,NA
2013,https://eurovision.tv/event/malmo-2013,Final,23,Italy,Marco Mengoni,L'Essenziale,126,7,NA
2013,https://eurovision.tv/event/malmo-2013,Final,24,Norway,Margaret Berger,I Feed You My Love,191,4,NA
2013,https://eurovision.tv/event/malmo-2013,Final,25,Georgia,Nodi Tatishvili & Sophie Gelovani,Waterfall,50,15,NA
2013,https://eurovision.tv/event/malmo-2013,Final,26,Ireland,Ryan Dolan,Only Love Survives,5,26,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,1,Austria,Natália Kelly,Shine,27,14,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,2,Estonia,Birgit,Et Uus Saaks Alguse,52,10,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,3,Slovenia,Hannah,Straight Into Love,8,16,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,4,Croatia,Klapa s mora,Mižerja,38,13,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,5,Denmark,Emmelie de Forest,Only Teardrops,167,1,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,6,Russia,Dina Garipova,What If,156,2,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,7,Ukraine,Zlata Ognevich,Gravity,140,3,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,8,The Netherlands,Anouk,Birds,75,6,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,9,Montenegro,Who See,Igranka,41,12,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,10,Lithuania,Andrius Pojavis,Something,53,9,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,11,Belarus,Alyona Lanskaya,Solayoh,64,7,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,12,Moldova,Aliona Moon,O Mie,95,4,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,13,Ireland,Ryan Dolan,Only Love Survives,54,8,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,14,Cyprus,Despina Olympiou,An Me Thimasai,11,15,NA
2013,https://eurovision.tv/event/malmo-2013,SF1,15,Belgium,Roberto Bellarosa,Love Kills,75,5,qualified
2013,https://eurovision.tv/event/malmo-2013,SF1,16,Serbia,Moje 3,Ljubav Je Svuda,46,11,NA
2013,https://eurovision.tv/event/malmo-2013,SF2,1,Latvia,PeR,Here We Go,13,17,NA
2013,https://eurovision.tv/event/malmo-2013,SF2,2,San Marino,Valentina Monetta,Crisalide (Vola),47,11,NA
2013,https://eurovision.tv/event/malmo-2013,SF2,3,North Macedonia,Esma & Lozano,Pred Da Se Razdeni,28,16,NA
2013,https://eurovision.tv/event/malmo-2013,SF2,4,Azerbaijan,Farid Mammadov,Hold Me,139,1,qualified
2013,https://eurovision.tv/event/malmo-2013,SF2,5,Finland,Krista Siegfrids,Marry Me,64,9,qualified
2013,https://eurovision.tv/event/malmo-2013,SF2,6,Malta,Gianluca,Tomorrow,118,4,qualified
2013,https://eurovision.tv/event/malmo-2013,SF2,7,Bulgaria,"Elitsa Todorova, Stoyan Yankulov",Samo Shampioni (Only Champions),45,12,NA
