year,events_urls,round,from,by,to,points
1963,https://eurovision.tv/event/london-1963,Final,Denmark,NA,Austria,1
1963,https://eurovision.tv/event/london-1963,Final,Finland,NA,Denmark,5
1963,https://eurovision.tv/event/london-1963,Final,Finland,NA,Austria,4
1963,https://eurovision.tv/event/london-1963,Final,Finland,NA,United Kingdom,3
1963,https://eurovision.tv/event/london-1963,Final,Finland,NA,Italy,2
1963,https://eurovision.tv/event/london-1963,Final,Finland,NA,Luxembourg,1
1963,https://eurovision.tv/event/london-1963,Final,France,NA,Monaco,5
1963,https://eurovision.tv/event/london-1963,Final,France,NA,Luxembourg,4
1963,https://eurovision.tv/event/london-1963,Final,France,NA,United Kingdom,3
1963,https://eurovision.tv/event/london-1963,Final,France,NA,Austria,2
1963,https://eurovision.tv/event/london-1963,Final,France,NA,Yugoslavia,1
1963,https://eurovision.tv/event/london-1963,Final,Germany,NA,Monaco,5
1963,https://eurovision.tv/event/london-1963,Final,Germany,NA,Switzerland,4
1963,https://eurovision.tv/event/london-1963,Final,Germany,NA,Luxembourg,3
1963,https://eurovision.tv/event/london-1963,Final,Germany,NA,Denmark,2
1963,https://eurovision.tv/event/london-1963,Final,Germany,NA,France,1
1963,https://eurovision.tv/event/london-1963,Final,Italy,NA,Switzerland,5
1963,https://eurovision.tv/event/london-1963,Final,Italy,NA,France,4
1963,https://eurovision.tv/event/london-1963,Final,Italy,NA,Monaco,3
1963,https://eurovision.tv/event/london-1963,Final,Italy,NA,Denmark,2
1963,https://eurovision.tv/event/london-1963,Final,Italy,NA,Luxembourg,1
1963,https://eurovision.tv/event/london-1963,Final,Luxembourg,NA,Denmark,5
1963,https://eurovision.tv/event/london-1963,Final,Luxembourg,NA,Italy,4
1963,https://eurovision.tv/event/london-1963,Final,Luxembourg,NA,Switzerland,3
1963,https://eurovision.tv/event/london-1963,Final,Luxembourg,NA,Monaco,2
1963,https://eurovision.tv/event/london-1963,Final,Luxembourg,NA,France,1
1963,https://eurovision.tv/event/london-1963,Final,Monaco,NA,Italy,5
1963,https://eurovision.tv/event/london-1963,Final,Monaco,NA,Switzerland,4
1963,https://eurovision.tv/event/london-1963,Final,Monaco,NA,Germany,3
1963,https://eurovision.tv/event/london-1963,Final,Monaco,NA,France,2
1963,https://eurovision.tv/event/london-1963,Final,Monaco,NA,United Kingdom,1
1963,https://eurovision.tv/event/london-1963,Final,Norway,NA,United Kingdom,5
1963,https://eurovision.tv/event/london-1963,Final,Norway,NA,Denmark,4
1963,https://eurovision.tv/event/london-1963,Final,Norway,NA,Italy,3
1963,https://eurovision.tv/event/london-1963,Final,Norway,NA,Germany,2
1963,https://eurovision.tv/event/london-1963,Final,Norway,NA,Switzerland,1
1963,https://eurovision.tv/event/london-1963,Final,Spain,NA,United Kingdom,5
1963,https://eurovision.tv/event/london-1963,Final,Spain,NA,Switzerland,4
1963,https://eurovision.tv/event/london-1963,Final,Spain,NA,Italy,3
1963,https://eurovision.tv/event/london-1963,Final,Spain,NA,Yugoslavia,2
1963,https://eurovision.tv/event/london-1963,Final,Spain,NA,France,1
1963,https://eurovision.tv/event/london-1963,Final,Sweden,NA,Denmark,5
1963,https://eurovision.tv/event/london-1963,Final,Sweden,NA,Monaco,4
1963,https://eurovision.tv/event/london-1963,Final,Sweden,NA,Austria,3
1963,https://eurovision.tv/event/london-1963,Final,Sweden,NA,United Kingdom,2
1963,https://eurovision.tv/event/london-1963,Final,Sweden,NA,Switzerland,1
1963,https://eurovision.tv/event/london-1963,Final,Switzerland,NA,Italy,5
1963,https://eurovision.tv/event/london-1963,Final,Switzerland,NA,France,4
1963,https://eurovision.tv/event/london-1963,Final,Switzerland,NA,Denmark,3
1963,https://eurovision.tv/event/london-1963,Final,Switzerland,NA,Luxembourg,2
1963,https://eurovision.tv/event/london-1963,Final,Switzerland,NA,Monaco,1
1963,https://eurovision.tv/event/london-1963,Final,The Netherlands,NA,Denmark,5
1963,https://eurovision.tv/event/london-1963,Final,The Netherlands,NA,France,4
1963,https://eurovision.tv/event/london-1963,Final,The Netherlands,NA,United Kingdom,3
1963,https://eurovision.tv/event/london-1963,Final,The Netherlands,NA,Monaco,2
1963,https://eurovision.tv/event/london-1963,Final,The Netherlands,NA,Italy,1
1963,https://eurovision.tv/event/london-1963,Final,United Kingdom,NA,Switzerland,5
1963,https://eurovision.tv/event/london-1963,Final,United Kingdom,NA,Austria,4
1963,https://eurovision.tv/event/london-1963,Final,United Kingdom,NA,Denmark,3
1963,https://eurovision.tv/event/london-1963,Final,United Kingdom,NA,Italy,2
1963,https://eurovision.tv/event/london-1963,Final,United Kingdom,NA,Monaco,1
1963,https://eurovision.tv/event/london-1963,Final,Yugoslavia,NA,France,5
1963,https://eurovision.tv/event/london-1963,Final,Yugoslavia,NA,Italy,4
1963,https://eurovision.tv/event/london-1963,Final,Yugoslavia,NA,United Kingdom,3
1963,https://eurovision.tv/event/london-1963,Final,Yugoslavia,NA,Spain,2
1963,https://eurovision.tv/event/london-1963,Final,Yugoslavia,NA,Monaco,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Austria,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Austria,NA,France,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Austria,NA,United Kingdom,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Belgium,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Belgium,NA,Monaco,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Belgium,NA,Austria,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Denmark,NA,Norway,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Denmark,NA,Finland,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Denmark,NA,The Netherlands,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Finland,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Finland,NA,United Kingdom,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Finland,NA,Norway,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,France,NA,Monaco,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,France,NA,Luxembourg,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,France,NA,United Kingdom,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Germany,NA,Luxembourg,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Germany,NA,Italy,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Germany,NA,United Kingdom,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Italy,NA,Austria,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Italy,NA,Luxembourg,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Italy,NA,Spain,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Luxembourg,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Luxembourg,NA,Monaco,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Luxembourg,NA,France,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Monaco,NA,France,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Monaco,NA,Italy,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Monaco,NA,Belgium,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Norway,NA,United Kingdom,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Norway,NA,Finland,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Norway,NA,Denmark,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Portugal,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Portugal,NA,France,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Portugal,NA,Belgium,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Spain,NA,Austria,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Spain,NA,Denmark,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Spain,NA,France,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Switzerland,NA,United Kingdom,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Switzerland,NA,Italy,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Switzerland,NA,Monaco,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,The Netherlands,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,The Netherlands,NA,Luxembourg,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,The Netherlands,NA,United Kingdom,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,United Kingdom,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,United Kingdom,NA,Finland,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,United Kingdom,NA,The Netherlands,1
1964,https://eurovision.tv/event/copenhagen-1964,Final,Yugoslavia,NA,Italy,5
1964,https://eurovision.tv/event/copenhagen-1964,Final,Yugoslavia,NA,Monaco,3
1964,https://eurovision.tv/event/copenhagen-1964,Final,Yugoslavia,NA,France,1
1965,https://eurovision.tv/event/naples-1965,Final,Austria,NA,Luxembourg,5
1965,https://eurovision.tv/event/naples-1965,Final,Austria,NA,Switzerland,3
1965,https://eurovision.tv/event/naples-1965,Final,Austria,NA,Norway,1
1965,https://eurovision.tv/event/naples-1965,Final,Belgium,NA,United Kingdom,6
1965,https://eurovision.tv/event/naples-1965,Final,Belgium,NA,Italy,3
1965,https://eurovision.tv/event/naples-1965,Final,Denmark,NA,United Kingdom,5
1965,https://eurovision.tv/event/naples-1965,Final,Denmark,NA,Sweden,3
1965,https://eurovision.tv/event/naples-1965,Final,Denmark,NA,Luxembourg,1
1965,https://eurovision.tv/event/naples-1965,Final,Finland,NA,Luxembourg,5
1965,https://eurovision.tv/event/naples-1965,Final,Finland,NA,Sweden,3
1965,https://eurovision.tv/event/naples-1965,Final,Finland,NA,France,1
1965,https://eurovision.tv/event/naples-1965,Final,France,NA,Switzerland,5
1965,https://eurovision.tv/event/naples-1965,Final,France,NA,Italy,3
1965,https://eurovision.tv/event/naples-1965,Final,France,NA,Yugoslavia,1
1965,https://eurovision.tv/event/naples-1965,Final,Germany,NA,Luxembourg,5
1965,https://eurovision.tv/event/naples-1965,Final,Germany,NA,France,3
1965,https://eurovision.tv/event/naples-1965,Final,Germany,NA,Italy,1
1965,https://eurovision.tv/event/naples-1965,Final,Ireland,NA,Austria,5
1965,https://eurovision.tv/event/naples-1965,Final,Ireland,NA,Luxembourg,3
1965,https://eurovision.tv/event/naples-1965,Final,Ireland,NA,France,1
1965,https://eurovision.tv/event/naples-1965,Final,Italy,NA,Ireland,5
1965,https://eurovision.tv/event/naples-1965,Final,Italy,NA,Austria,3
1965,https://eurovision.tv/event/naples-1965,Final,Italy,NA,United Kingdom,1
1965,https://eurovision.tv/event/naples-1965,Final,Luxembourg,NA,Denmark,5
1965,https://eurovision.tv/event/naples-1965,Final,Luxembourg,NA,France,3
1965,https://eurovision.tv/event/naples-1965,Final,Luxembourg,NA,Italy,1
1965,https://eurovision.tv/event/naples-1965,Final,Monaco,NA,France,5
1965,https://eurovision.tv/event/naples-1965,Final,Monaco,NA,Italy,3
1965,https://eurovision.tv/event/naples-1965,Final,Monaco,NA,Portugal,1
1965,https://eurovision.tv/event/naples-1965,Final,Norway,NA,The Netherlands,5
1965,https://eurovision.tv/event/naples-1965,Final,Norway,NA,Luxembourg,3
1965,https://eurovision.tv/event/naples-1965,Final,Norway,NA,United Kingdom,1
1965,https://eurovision.tv/event/naples-1965,Final,Portugal,NA,Austria,5
1965,https://eurovision.tv/event/naples-1965,Final,Portugal,NA,Ireland,3
1965,https://eurovision.tv/event/naples-1965,Final,Portugal,NA,Yugoslavia,1
1965,https://eurovision.tv/event/naples-1965,Final,Spain,NA,United Kingdom,5
1965,https://eurovision.tv/event/naples-1965,Final,Spain,NA,France,3
1965,https://eurovision.tv/event/naples-1965,Final,Spain,NA,Luxembourg,1
1965,https://eurovision.tv/event/naples-1965,Final,Sweden,NA,Denmark,5
1965,https://eurovision.tv/event/naples-1965,Final,Sweden,NA,United Kingdom,3
1965,https://eurovision.tv/event/naples-1965,Final,Sweden,NA,Luxembourg,1
1965,https://eurovision.tv/event/naples-1965,Final,Switzerland,NA,United Kingdom,5
1965,https://eurovision.tv/event/naples-1965,Final,Switzerland,NA,Luxembourg,3
1965,https://eurovision.tv/event/naples-1965,Final,Switzerland,NA,Monaco,1
1965,https://eurovision.tv/event/naples-1965,Final,The Netherlands,NA,Luxembourg,5
1965,https://eurovision.tv/event/naples-1965,Final,The Netherlands,NA,Italy,3
1965,https://eurovision.tv/event/naples-1965,Final,The Netherlands,NA,France,1
1965,https://eurovision.tv/event/naples-1965,Final,United Kingdom,NA,Monaco,5
1965,https://eurovision.tv/event/naples-1965,Final,United Kingdom,NA,Austria,3
1965,https://eurovision.tv/event/naples-1965,Final,United Kingdom,NA,Italy,1
1965,https://eurovision.tv/event/naples-1965,Final,Yugoslavia,NA,France,5
1965,https://eurovision.tv/event/naples-1965,Final,Yugoslavia,NA,Ireland,3
1965,https://eurovision.tv/event/naples-1965,Final,Yugoslavia,NA,Monaco,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Austria,NA,Switzerland,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Austria,NA,Norway,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Austria,NA,Luxembourg,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Belgium,NA,Austria,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Belgium,NA,Ireland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Belgium,NA,Germany,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Denmark,NA,Sweden,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Denmark,NA,Finland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Denmark,NA,Portugal,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Finland,NA,Sweden,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Finland,NA,Denmark,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Finland,NA,Yugoslavia,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,France,NA,Ireland,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,France,NA,Austria,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,France,NA,Luxembourg,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Germany,NA,Belgium,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Germany,NA,Yugoslavia,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Germany,NA,Norway,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Ireland,NA,United Kingdom,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Ireland,NA,Switzerland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Ireland,NA,The Netherlands,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Italy,NA,Norway,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Italy,NA,Austria,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Italy,NA,Germany,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Luxembourg,NA,Austria,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Luxembourg,NA,United Kingdom,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Luxembourg,NA,Switzerland,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Monaco,NA,Austria,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Monaco,NA,Switzerland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Monaco,NA,France,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Norway,NA,Sweden,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Norway,NA,Finland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Norway,NA,Denmark,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Portugal,NA,Spain,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Portugal,NA,Belgium,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Portugal,NA,Austria,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Spain,NA,Portugal,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Spain,NA,Norway,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Spain,NA,Austria,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Sweden,NA,Luxembourg,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Sweden,NA,Norway,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Sweden,NA,Belgium,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Switzerland,NA,Germany,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Switzerland,NA,Austria,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Switzerland,NA,Sweden,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,The Netherlands,NA,Belgium,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,The Netherlands,NA,Ireland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,The Netherlands,NA,Finland,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,United Kingdom,NA,Yugoslavia,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,United Kingdom,NA,Spain,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,United Kingdom,NA,The Netherlands,1
1966,https://eurovision.tv/event/luxembourg-1966,Final,Yugoslavia,NA,Austria,5
1966,https://eurovision.tv/event/luxembourg-1966,Final,Yugoslavia,NA,Ireland,3
1966,https://eurovision.tv/event/luxembourg-1966,Final,Yugoslavia,NA,Spain,1
1967,https://eurovision.tv/event/vienna-1967,Final,Austria,NA,United Kingdom,3
1967,https://eurovision.tv/event/vienna-1967,Final,Austria,NA,Ireland,3
1967,https://eurovision.tv/event/vienna-1967,Final,Austria,NA,Monaco,2
1967,https://eurovision.tv/event/vienna-1967,Final,Austria,NA,France,1
1967,https://eurovision.tv/event/vienna-1967,Final,Austria,NA,Spain,1
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,United Kingdom,3
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,Ireland,3
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,Luxembourg,1
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,Germany,1
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,Spain,1
1967,https://eurovision.tv/event/vienna-1967,Final,Belgium,NA,Yugoslavia,1
1967,https://eurovision.tv/event/vienna-1967,Final,Finland,NA,Belgium,3
1967,https://eurovision.tv/event/vienna-1967,Final,Finland,NA,Luxembourg,2
1967,https://eurovision.tv/event/vienna-1967,Final,Finland,NA,United Kingdom,2
1967,https://eurovision.tv/event/vienna-1967,Final,Finland,NA,Ireland,2
1967,https://eurovision.tv/event/vienna-1967,Final,Finland,NA,Sweden,1
1967,https://eurovision.tv/event/vienna-1967,Final,France,NA,United Kingdom,7
1967,https://eurovision.tv/event/vienna-1967,Final,France,NA,Portugal,1
1967,https://eurovision.tv/event/vienna-1967,Final,France,NA,Monaco,1
1967,https://eurovision.tv/event/vienna-1967,Final,France,NA,Yugoslavia,1
1967,https://eurovision.tv/event/vienna-1967,Final,Germany,NA,Ireland,4
1967,https://eurovision.tv/event/vienna-1967,Final,Germany,NA,United Kingdom,3
1967,https://eurovision.tv/event/vienna-1967,Final,Germany,NA,France,2
1967,https://eurovision.tv/event/vienna-1967,Final,Germany,NA,Belgium,1
1967,https://eurovision.tv/event/vienna-1967,Final,Ireland,NA,Luxembourg,2
