year,events_urls,country,contestant,song,composed_by,written_by,language,lyrics
2020,https://eurovision.tv/event/rotterdam-2020,Israel,Eden Alene,Feker Libi,"Doron Medalie, Idan Raichel","Doron Medalie, Idan Raichel","English, Amharic, Hebrew, Arabic","ፍቅር ልቤ , እወድሃለሁ,ና ወደ እኔ, I love you
Once upon a time
I was looking for a sign
Pachamama, Pachamama
Show the way, oh be my guide
Love is on the mind
Close your eyes and you will find
Melodia, Melodia
Feel the energy inside
Say: all the people coming, coming my way
Love is on my way
Maka Lakuma De De, Maka Lakuma de masa
Maka Lakuma De De, Maka Lakuma
Feker libi
Tonight is our story
We celebrate the glory
We have no shame
Feker libi
I'm not ashamed to love you
Tonight I'm gonna find you
I call your name
ፍቅር ልቤ
حبيب قلبي
אהוב ליבי, אותך אני אוהבת
Look at us tonight
Color party side to side
Confetti Ya, Confetti Ya
Falling on us from the sky
Say: all the people coming, coming my way
Love is on my way
Maka Lakuma De De, Maka Lakuma de masa
Maka Lakuma De De, Maka Lakuma
Feker libi
Tonight is our story
We celebrate the glory
We have no shame
Feker libi
I'm not ashamed to love you
Tonight I'm gonna find you
I call your name
ፍቅር ልቤ
حبيب قلبي
אהוב ליבי, אותך אני אוהבת
ፍቅር ልቤ , እወድሃለሁ,ና ወደ እኔ, I love you"
2020,https://eurovision.tv/event/rotterdam-2020,Israel,Eden Alene,Feker Libi,"Doron Medalie, Idan Raichel","Doron Medalie, Idan Raichel",English (translated),"My sweetheart, i love you, come to me, I love you
Once upon a time
I was looking for a sign
Pachamama, Pachamama
Show the way, oh be my guide
Love is on the mind
Close your eyes and you will find
Melodia, Melodia
Feel the energy inside
Say: all the people coming, coming my way
Love is on my way
Maka Lakuma De De, Maka Lakuma de masa
Maka Lakuma De De, Maka Lakuma
My sweetheart
Tonight is our story
We celebrate the glory
We have no shame
My sweetheart
I'm not ashamed to love you
Tonight I'm gonna find you
I call your name
My sweetheart
My sweetheart
My sweetheart, it's you I love
Look at us tonight
Color party side to side
Confetti Ya, Confetti Ya
Falling on us from the sky
Say: all the people coming, coming my way
Love is on my way
Maka Lakuma De De, Maka Lakuma de masa
Maka Lakuma De De, Maka Lakuma
My sweetheart
Tonight is our story
We celebrate the glory
We have no shame
My sweetheart
I'm not ashamed to love you
Tonight I'm gonna find you
I call your name
My sweetheart
My sweetheart
My sweetheart, it's you I love
My sweetheart, i love you, come to me, I love you"
2020,https://eurovision.tv/event/rotterdam-2020,Italy,Diodato,Fai Rumore,"Antonio Diodato, Edwyn Roberts",Antonio Diodato,Italian,"Sai che cosa penso?
Che non dovrei pensare
Che se poi penso sono un animale
E se ti penso tu sei un'anima
Ma forse è questo temporale
Che mi porta da te
E lo so, non dovrei farmi trovare
Senza un ombrello anche se
Ho capito che
Per quanto io fugga
Torno sempre a te
Che fai rumore qui
E non lo so se mi fa bene
Se il tuo rumore mi conviene
Ma fai rumore, sì
Che non lo posso sopportare
Questo silenzio innaturale
Tra me e te
E me ne vado in giro senza parlare
Senza un posto a cui arrivare
Consumo le mie scarpe
E forse le mie scarpe
Sanno bene dove andare
(Che mi ritrovo negli stessi posti)
(Proprio quei posti che dovevo evitare)
(E faccio finta di non ricordare)
(E faccio finta di dimenticare)
Ma capisco che
Per quanto io fugga
Torno sempre a te
Che fai rumore qui
E non lo so se mi fa bene
Se il tuo rumore mi conviene
Ma fai rumore, sì
Che non lo posso sopportare
Questo silenzio innaturale tra me e te
Ma fai rumore, sì
Che non lo posso sopportare
Questo silenzio innaturale
E non ne voglio fare a meno oramai
Di quel bellissimo rumore che fai"
2020,https://eurovision.tv/event/rotterdam-2020,Italy,Diodato,Fai Rumore,"Antonio Diodato, Edwyn Roberts",Antonio Diodato,English (translated),"Do you know what I think?
That I shouldn’t think
‘Cause when I think, I’m an animal
And If I think of you, you’re a soul
But maybe is this storm
which brings me to you
And I know, I shouldn’t be around
Without a shield even if
but I got that
As much as I run away
I always come back to you
‘Cause you make noise here
And I don’t know if it does me good
If your noise suits me
But you make noise, yeah
And I cannot bear it
This unnatural silence
Between me and you
And I wander around without talking
Without a place to reach
I wear out my shoes
And maybe my shoes
Know well where to go
(‘Cause I find myself in the same places)
(Those places I had to avoid)
(And I pretend not to remember)
(And I pretend to forget)
But I got that
As much as I run away
I always come back to you
‘Cause you make noise here
And I don’t know if it does me good
If your noise suits me
But you make noise, yeah
And I cannot bear it
This unnatural silence
Between me and you
But you make noise, yeah
That I cannot bear it
This unnatural silence
And I don’t wanna do without it anymore
That beautiful noise that you make"
2020,https://eurovision.tv/event/rotterdam-2020,Latvia,Samanta Tīna,Still Breathing,Samanta Tīna,Aminata Savadogo,English,"I will keep on going, I will keep on running
Run until I reach the end
Strong enough to take it, I am gonna make it
Destiny is in my hands
Thought I'll never get up, thought I'm gonna give up
Lost on my way, many times betrayed
But still breathing, I'm still breathing
Nothing to regret, never looking back
I will keep on going, I will keep on running
Run until I reach the end
Strong enough to take it, I am gonna make it
Destiny is in my hands
Lifelines go on
Let the life go on
I grow strong
So can I get strong
Lifelines go on
Let the life go on
But I grow strong
Every day I wake up, trying to get higher
Be a better woman, working even harder
I'm still breathing, I'm still breathing
Listening to my heart, ready for the start
I will keep on going, I will keep on running
Run until I reach the end
Strong enough to take it, I am gonna make it
Destiny is in my hands
Lifelines go on
Let the life go on
I grow strong
So can I get strong
Life lines go on
Let the life go on
But I grow strong
Reaching for the stars, I know I'm getting closer
Life is music, I am a composer
My dreams become so real with all the love I'm feeling
I'm still breathing, I'm still breathing
I will keep on going, I will keep on running
Run until I reach the end
I will keep on going, I will keep on running
Run until I reach the end
Lifelines
I will keep on going, I will keep on running
Run until I reach the end
Strong enough to take it, I am gonna make it
Destiny is in my hands"
2020,https://eurovision.tv/event/rotterdam-2020,Lithuania,The Roop,On Fire,"Vaidotas Valiukevičius, Robertas Baranauskas, Mantas Banišauskas",Vaidotas Valiukevičius,English,"I'm a human not a stone
I can make a change and go
Wherever I want to.
They told me maybe I'm too old.
But there's fire in my soul.
The heat is getting higher
I feel that I'm on fire
The World is my desire
I feel that I'm on fire
There's no doubt I'm strong enough
To reach the state I've dreamed of.
It's gonna happen.
And I will do what I can
Just to be a better man.
The heat is getting higher
I feel that I'm on fire
The world is my desire
I feel that I'm on fire
Can't believe it took so long
To take action and move on.
No one can stop me.
Through the clouds there comes the sun.
And I'm ready for some fun.
The heat is getting higher
I feel that I'm on fire
The world is my desire
I feel that I'm on fire"
2020,https://eurovision.tv/event/rotterdam-2020,Malta,Destiny,All Of My Love,"Bernarda Brunovic, Borislav Milanov, Sebastian Arman, Dag Lundberg, Joacim Persson, Cesár Sampson","Bernarda Brunovic, Borislav Milanov, Sebastian Arman, Dag Lundberg, Joacim Persson",English,"Never had the heart to pray
Never thought I'd find the way
But now I do
But now I do
Always felt I was no good
Always felt misunderstood
But now I don't
But now I don't
Cus your great love is healing me
Renewing me through and through
I am free to live so I give you
All of my love
Like a river runnin' wild
Every brother mother child
Now we found each other don't let me down
All my love
Like a river runnin' wild
Every brother mother child
Now we found each other don't let me down
All my love
All the love I feel for youu
All of my love
All the love I feel for you yeaahh
Now I know your words are true
My heart is filled with gratitude
It's only you, I'm living for
You're amazing love so sweet
Has raised me to my feet
I ain’t going back anymore
Now I sing about you dream about you
All the time
Don't wanna live without you so I give you
Now I sing about you dream about you
All the time
Don't wanna live without you so I give you
All of my love
Like a river runnin' wild
Every brother mother child
Now we found each other don't let me down
All my love
Like a river runnin' wild
Every brother mother child
Now we found each other don't let me down
All my love
All the love I feel for youu
All of my love
All the love I feel for you yeaahh
All the love I feel for youu
All of my love
All the love I feel for you yeaahh"
2020,https://eurovision.tv/event/rotterdam-2020,Moldova,Natalia Gordienko,Prison,"Dimitris Kontopoulos, Phillip Kirkorov",Sharon Vaughn,English,"I don’t want to feel you
I don’t want to feel you this close
I don’t want to hold you
Do I want hold or let go
I don’t want to fight the night
Inside with you
I'm surrounded by walls
Covered with all your memories
Wish this were solitary no
Walking with me in the halls
So there is no forgetting
I know you’ll never let me
I don’t want to be with you
I don’t want to be without you
I don’t want to be with you
I don’t want to be without you
Prison
I can’t escape from this
Prison
Love is a fo-ol’s prison
I don’t want to need you
I don’t want to seem so desperate
I don’t want tell you
I don’t want to hear it’s useless
I don’t want to fight the night
Inside with you
I'm surrounded by walls
Covered with all your memories
Wish this were solitary
I don’t want to be with you
I don’t want to be without you
I don’t want to be with you
I don’t want to be without you
Prison
I can’t escape from this
Prison
Love is a fo-ol’s prison
Prison
I can’t escape from this
Prison
Love is a fo-ol’s prison"
2020,https://eurovision.tv/event/rotterdam-2020,North Macedonia,Vasil,YOU,Nevena Neskoska,"Nevena Neskoska, Kalina Neskoska, Alice Schroeder",English,"Hand on my hand
Fingertips trembling
This feeling I can't understand
Your eyes sing to me
Pulling me closer
And closer with sweet melodies
Sing it to me
Sing it to me
Oh,
We might only have tonight
Hold me tight and let's ignite
And for the moment I
I just wanna dance with you
tonight I wanna
I just wanna dance with you
You know you wanna
My lips find yours
And just like a muse you're taking over me
I like it. I want more.
Sing it to me
Sing it to me
Oh,
We might only have tonight
Hold me tight and let's ignite
And for the moment I
I just wanna dance with you
tonight I wanna
I just wanna dance with you
You know you wanna"
2020,https://eurovision.tv/event/rotterdam-2020,Norway,Ulrikke,Attention,"Kjetil Mørland, Christian Ingebrigtsen, Ulrikke Brandstorp","Kjetil Mørland, Christian Ingebrigtsen, Ulrikke Brandstorp",English,"I find myself longing for attention.
I'm not myself doing what I do.
I know I may have hurt someone I love along the way, it wasn't my intention.
I lost myself doing what I do.
I, just want your attention.
Oh, the crazy things I do.
So why, why do I think it's okay,
not being me 'cause of you?
And what do you want me to say?
What do you want me to do,
To get your attention?
'Cause I just want your attention.
I fool myself just to make you happy.
And when I do, it's all the same to you.
Oh, the crazy things I do.
So why, why do I think it's okay,
not being me 'cause of you?
And what do you want me to say?
What do you want me to do,
To get your attention?
Oh, I don't wanna do this no more
If I'm the only one here on the dance floor
On the dance floor,
Oh.....!
Why?
Why do I think it's okay,
not being me 'cause of you?
And what do you want me to say?
What do you want me to do,
To get your attention?
'Cause I just want your attention"
